Training Dataset,Number of Bottlenecks,Number of Dense Layers,Number of Last Layer Parameters,Number of Highest Internal Layer Parameters,Number of Lowest Internal Layer Parameters,Number of Output Features,Number of Convolutional Layers,Origin,Number of Residual Blocks,Number of First Layer Parameters,Number of Pooling Layers,Number of Parameters,Number of Layers,Model,Number of Recurrent Layers,Number of Attention Layers,Crop Percentage,Architecture Family,Number of Normalization Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Year Made,Training Type,Primary Application,Key Distinguishing Feature,Most Common Pooling Type,Most Common Activation Function
ImageNet-1K,0.0,73.0,513000.0,37827168.0,1024.0,1000,1.0,timm,0.0,393728.0,0.0,38734920,296,vit_relpos_medium_patch16_rpn_224,0.0,13.0,0.9,relpos,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average,ReLU
ImageNet-1K,0.0,73.0,385000.0,21302856.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,21983920,320,vit_relpos_small_patch16_224,0.0,13.0,0.9,relpos,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average,ReLU
ImageNet-1K,0.0,48.0,0.0,21293568.0,768.0,384,1.0,timm,0.0,74112.0,0.0,21670272,226,vit_small_patch8_224_dino,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,385000.0,21293568.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,22050664,226,vit_small_patch16_224,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,48.0,0.0,21293568.0,768.0,384,1.0,timm,0.0,295296.0,0.0,21665664,226,vit_small_patch16_224_dino,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,0.0,49.0,8409555.0,21293568.0,768.0,21843,1.0,timm,0.0,295296.0,0.0,30075219,226,vit_small_patch16_224_in21k,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,385000.0,21293568.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,22196584,226,vit_small_patch16_384,0.0,13.0,1.0,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,385000.0,21293568.0,768.0,1000,1.0,timm,0.0,1180032.0,0.0,22878952,226,vit_small_patch32_224,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,0.0,49.0,8409555.0,21293568.0,768.0,21843,1.0,timm,0.0,1180032.0,0.0,30903507,226,vit_small_patch32_224_in21k,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,385000.0,21293568.0,768.0,1000,1.0,timm,0.0,1180032.0,0.0,22915432,226,vit_small_patch32_384,0.0,13.0,1.0,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,8.0,49.0,385000.0,21293568.0,768.0,1000,30.0,timm,8.0,14732992.0,1.0,36431912,388,vit_small_r26_s32_224,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,8.0,49.0,8409555.0,21293568.0,768.0,21843,30.0,timm,8.0,14732992.0,1.0,44456467,388,vit_small_r26_s32_224_in21k,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,8.0,49.0,385000.0,21293568.0,768.0,1000,30.0,timm,8.0,14732992.0,1.0,36468392,388,vit_small_r26_s32_384,0.0,13.0,1.0,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,51.0,513000.0,37822464.0,1024.0,1000,1.0,timm,0.0,393728.0,0.0,38735856,232,vit_srelpos_medium_patch16_224,0.0,13.0,0.9,relpos,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average,ReLU
ImageNet-1K,0.0,51.0,385000.0,21288960.0,768.0,1000,1.0,timm,0.0,295296.0,0.0,21973486,232,vit_srelpos_small_patch16_224,0.0,13.0,0.9,relpos,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average,ReLU
ImageNet-1K,0.0,49.0,193000.0,5338368.0,384.0,1000,1.0,timm,0.0,147648.0,0.0,5717416,226,vit_tiny_patch16_224,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,0.0,49.0,4215699.0,5338368.0,384.0,21843,1.0,timm,0.0,147648.0,0.0,9740115,226,vit_tiny_patch16_224_in21k,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,193000.0,5338368.0,384.0,1000,1.0,timm,0.0,147648.0,0.0,5790376,226,vit_tiny_patch16_384,0.0,13.0,1.0,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,193000.0,5338368.0,384.0,1000,2.0,timm,0.0,796160.0,1.0,6337704,231,vit_tiny_r_s16_p8_224,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,0.0,49.0,4215699.0,5338368.0,384.0,21843,2.0,timm,0.0,796160.0,1.0,10360403,231,vit_tiny_r_s16_p8_224_in21k,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,193000.0,5338368.0,384.0,1000,2.0,timm,0.0,796160.0,1.0,6355944,231,vit_tiny_r_s16_p8_384,0.0,13.0,1.0,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,88.0,385000.0,22549272.0,768.0,1000,5.0,timm,0.0,280320.0,4.0,26632040,339,volo_d1_224,0.0,34.0,0.96,volo,44.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average,"ReLU, GeLU"
ImageNet-1K,0.0,88.0,385000.0,22549272.0,768.0,1000,5.0,timm,0.0,280320.0,4.0,26777960,339,volo_d1_384,0.0,34.0,1.0,volo,44.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average,"ReLU, GeLU"
ImageNet-1K,0.0,114.0,513000.0,51952432.0,1024.0,1000,5.0,timm,0.0,345920.0,6.0,58678336,435,volo_d2_224,0.0,44.0,0.96,volo,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average,"ReLU, GeLU"
ImageNet-1K,0.0,114.0,513000.0,51952432.0,1024.0,1000,5.0,timm,0.0,345920.0,6.0,58872896,435,volo_d2_384,0.0,44.0,1.0,volo,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average,"ReLU, GeLU"
ImageNet-1K,0.0,164.0,513000.0,79599168.0,1024.0,1000,5.0,timm,0.0,345920.0,8.0,86325072,621,volo_d3_224,0.0,66.0,0.96,volo,80.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average,"ReLU, GeLU"
ImageNet-1K,0.0,164.0,513000.0,79599168.0,1024.0,1000,5.0,timm,0.0,345920.0,8.0,86626128,621,volo_d3_448,0.0,66.0,1.0,volo,80.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average,"ReLU, GeLU"
ImageNet-1K,0.0,164.0,769000.0,178983264.0,1536.0,1000,5.0,timm,0.0,477120.0,8.0,192961520,621,volo_d4_224,0.0,66.0,0.96,volo,80.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average,"ReLU, GeLU"
ImageNet-1K,0.0,164.0,769000.0,178983264.0,1536.0,1000,5.0,timm,0.0,477120.0,8.0,193413104,621,volo_d4_448,0.0,66.0,1.15,volo,80.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average,"ReLU, GeLU"
ImageNet-1K,0.0,216.0,769000.0,278492304.0,1536.0,1000,5.0,timm,0.0,1101312.0,12.0,295455584,813,volo_d5_224,0.0,86.0,0.96,volo,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average,"ReLU, GeLU"
ImageNet-1K,0.0,216.0,769000.0,278492304.0,1536.0,1000,5.0,timm,0.0,1101312.0,12.0,295907168,813,volo_d5_448,0.0,86.0,1.15,volo,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average,"ReLU, GeLU"
ImageNet-1K,0.0,216.0,769000.0,278492304.0,1536.0,1000,5.0,timm,0.0,1101312.0,12.0,296091488,813,volo_d5_512,0.0,86.0,1.15,volo,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Image Segmentation",Outlook Attention Mechanism,Average,"ReLU, GeLU"
ImageNet-1K,16.0,1.0,2049000.0,41971712.0,128.0,1000,53.0,timm,16.0,9408.0,1.0,68883240,217,wide_resnet50_2,0.0,0.0,0.875,resnet,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,78739456.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,126886696,421,wide_resnet101_2,0.0,0.0,0.875,resnet,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,2049000.0,3159552.0,64.0,1000,74.0,timm,0.0,864.0,4.0,22855952,216,xception,0.0,0.0,0.8975,xception,40.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,2049000.0,24896800.0,24896800.0,1000,84.0,timm,0.0,19488.0,0.0,26969560,375,xception41,0.0,0.0,0.903,xception,84.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,2049000.0,24785952.0,24785952.0,1000,84.0,timm,0.0,19360.0,0.0,26907752,302,xception41p,0.0,0.0,0.94,xception,40.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,2049000.0,37843552.0,37843552.0,1000,132.0,timm,0.0,19488.0,0.0,39916312,583,xception65,0.0,0.0,0.94,xception,132.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,2049000.0,37662816.0,37662816.0,1000,132.0,timm,0.0,19360.0,0.0,39819560,478,xception65p,0.0,0.0,0.94,xception,64.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,2049000.0,40264008.0,40264008.0,1000,146.0,timm,0.0,19488.0,0.0,42338736,645,xception71,0.0,0.0,0.903,xception,146.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2016.0,Supervised,Image Classification,Depthwise Separable Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,109.0,769000.0,170551296.0,1536.0,1000,52.0,timm,0.0,3325632.0,0.0,188932648,559,xcit_large_24_p8_224,0.0,2.0,1.0,xcit,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,769000.0,170551296.0,1536.0,1000,52.0,timm,0.0,3325632.0,0.0,188932648,559,xcit_large_24_p8_224_dist,0.0,2.0,1.0,xcit,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,769000.0,170551296.0,1536.0,1000,52.0,timm,0.0,3325632.0,0.0,188932648,559,xcit_large_24_p8_384_dist,0.0,2.0,1.0,xcit,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,769000.0,170551296.0,1536.0,1000,53.0,timm,0.0,3489120.0,0.0,189096136,563,xcit_large_24_p16_224,0.0,2.0,1.0,xcit,105.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,769000.0,170551296.0,1536.0,1000,53.0,timm,0.0,3489120.0,0.0,189096136,563,xcit_large_24_p16_224_dist,0.0,2.0,1.0,xcit,105.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,769000.0,170551296.0,1536.0,1000,53.0,timm,0.0,3489120.0,0.0,189096136,563,xcit_large_24_p16_384_dist,0.0,2.0,1.0,xcit,105.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,513000.0,75952128.0,1024.0,1000,52.0,timm,0.0,1479808.0,0.0,84323624,559,xcit_medium_24_p8_224,0.0,2.0,1.0,xcit,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,513000.0,75952128.0,1024.0,1000,52.0,timm,0.0,1479808.0,0.0,84323624,559,xcit_medium_24_p8_224_dist,0.0,2.0,1.0,xcit,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,513000.0,75952128.0,1024.0,1000,52.0,timm,0.0,1479808.0,0.0,84323624,559,xcit_medium_24_p8_384_dist,0.0,2.0,1.0,xcit,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,513000.0,75952128.0,1024.0,1000,53.0,timm,0.0,1551936.0,0.0,84395752,563,xcit_medium_24_p16_224,0.0,2.0,1.0,xcit,105.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,513000.0,75952128.0,1024.0,1000,53.0,timm,0.0,1551936.0,0.0,84395752,563,xcit_medium_24_p16_384_dist,0.0,2.0,1.0,xcit,105.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,129000.0,2416128.0,256.0,1000,28.0,timm,0.0,93472.0,0.0,3049016,307,xcit_nano_12_p8_224,0.0,2.0,1.0,xcit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,129000.0,2416128.0,256.0,1000,28.0,timm,0.0,93472.0,0.0,3049016,307,xcit_nano_12_p8_224_dist,0.0,2.0,1.0,xcit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,129000.0,2416128.0,256.0,1000,28.0,timm,0.0,93472.0,0.0,3049016,307,xcit_nano_12_p8_384_dist,0.0,2.0,1.0,xcit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,129000.0,2416128.0,256.0,1000,29.0,timm,0.0,97680.0,0.0,3053224,311,xcit_nano_12_p16_224,0.0,2.0,1.0,xcit,57.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,129000.0,2416128.0,256.0,1000,29.0,timm,0.0,97680.0,0.0,3053224,311,xcit_nano_12_p16_224_dist,0.0,2.0,1.0,xcit,57.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,129000.0,2416128.0,256.0,1000,29.0,timm,0.0,97680.0,0.0,3053224,311,xcit_nano_12_p16_384_dist,0.0,2.0,1.0,xcit,57.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,385000.0,21404160.0,768.0,1000,28.0,timm,0.0,833376.0,0.0,26213032,307,xcit_small_12_p8_224,0.0,2.0,1.0,xcit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,385000.0,21404160.0,768.0,1000,28.0,timm,0.0,833376.0,0.0,26213032,307,xcit_small_12_p8_224_dist,0.0,2.0,1.0,xcit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,385000.0,21404160.0,768.0,1000,28.0,timm,0.0,833376.0,0.0,26213032,307,xcit_small_12_p8_384_dist,0.0,2.0,1.0,xcit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,385000.0,21404160.0,768.0,1000,29.0,timm,0.0,873648.0,0.0,26253304,311,xcit_small_12_p16_224,0.0,2.0,1.0,xcit,57.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,385000.0,21404160.0,768.0,1000,29.0,timm,0.0,873648.0,0.0,26253304,311,xcit_small_12_p16_224_dist,0.0,2.0,1.0,xcit,57.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,385000.0,21404160.0,768.0,1000,29.0,timm,0.0,873648.0,0.0,26253304,311,xcit_small_12_p16_384_dist,0.0,2.0,1.0,xcit,57.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,385000.0,42808320.0,768.0,1000,52.0,timm,0.0,833376.0,0.0,47631112,559,xcit_small_24_p8_224,0.0,2.0,1.0,xcit,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,385000.0,42808320.0,768.0,1000,52.0,timm,0.0,833376.0,0.0,47631112,559,xcit_small_24_p8_224_dist,0.0,2.0,1.0,xcit,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,385000.0,42808320.0,768.0,1000,52.0,timm,0.0,833376.0,0.0,47631112,559,xcit_small_24_p8_384_dist,0.0,2.0,1.0,xcit,104.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,385000.0,42808320.0,768.0,1000,53.0,timm,0.0,873648.0,0.0,47671384,563,xcit_small_24_p16_224,0.0,2.0,1.0,xcit,105.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,109.0,385000.0,42808320.0,768.0,1000,53.0,timm,0.0,873648.0,0.0,47671384,563,xcit_small_24_p16_224_dist,0.0,2.0,1.0,xcit,105.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,193000.0,5393664.0,384.0,1000,28.0,timm,0.0,209328.0,0.0,6706504,307,xcit_tiny_12_p8_224,0.0,2.0,1.0,xcit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,193000.0,5393664.0,384.0,1000,28.0,timm,0.0,209328.0,0.0,6706504,307,xcit_tiny_12_p8_224_dist,0.0,2.0,1.0,xcit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,193000.0,5393664.0,384.0,1000,28.0,timm,0.0,209328.0,0.0,6706504,307,xcit_tiny_12_p8_384_dist,0.0,2.0,1.0,xcit,56.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,193000.0,5393664.0,384.0,1000,29.0,timm,0.0,219096.0,0.0,6716272,311,xcit_tiny_12_p16_224,0.0,2.0,1.0,xcit,57.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,193000.0,5393664.0,384.0,1000,29.0,timm,0.0,219096.0,0.0,6716272,311,xcit_tiny_12_p16_224_dist,0.0,2.0,1.0,xcit,57.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
ImageNet-1K,0.0,61.0,193000.0,5393664.0,384.0,1000,29.0,timm,0.0,219096.0,0.0,6716272,311,xcit_tiny_12_p16_384_dist,0.0,2.0,1.0,xcit,57.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Self-Supervised,"Image Classification, Object Detection, Image Segmentation",Feature Cross-Covariance Self-Attention Transformer,"Average, Class Token",ReLU
