Training Dataset,Number of Bottlenecks,Number of Dense Layers,Number of Last Layer Parameters,Number of Highest Internal Layer Parameters,Number of Lowest Internal Layer Parameters,Number of Output Features,Number of Convolutional Layers,Origin,Number of Residual Blocks,Number of First Layer Parameters,Number of Pooling Layers,Number of Parameters,Number of Layers,Model,Number of Recurrent Layers,Number of Attention Layers,Crop Percentage,Architecture Family,Number of Normalization Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Year Made,Training Type,Primary Application,Key Distinguishing Feature,Most Common Pooling Type,Most Common Activation Function
ImageNet-1K,0.0,148.0,769000.0,48934656.0,1536.0,1000,1.0,timm,0.0,4896.0,0.0,49728418,530,swinv2_small_window16_256,0.0,49.0,0.9,swin,53.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-1K,0.0,76.0,769000.0,27562752.0,1536.0,1000,1.0,timm,0.0,4896.0,0.0,28347154,278,swinv2_tiny_window8_256,0.0,25.0,0.9,swin,29.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-1K,0.0,76.0,769000.0,27562752.0,1536.0,1000,1.0,timm,0.0,4896.0,0.0,28347154,278,swinv2_tiny_window16_256,0.0,25.0,0.9,swin,29.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average,GeLU
ImageNet-1K,0.0,1.0,513000.0,8393728.0,128.0,1000,20.0,timm,8.0,9408.0,1.0,11689512,94,swsl_resnet18,0.0,0.0,0.875,resnet,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,14964736.0,128.0,1000,53.0,timm,16.0,9408.0,1.0,25557032,217,swsl_resnet50,0.0,0.0,0.875,resnet,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,14544896.0,128.0,1000,53.0,timm,16.0,9408.0,1.0,25028904,217,swsl_resnext50_32x4d,0.0,0.0,0.875,resnext,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,26171392.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,44177704,421,swsl_resnext101_32x4d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,55160832.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,88791336,421,swsl_resnext101_32x8d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,123314176.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,194026792,421,swsl_resnext101_32x16d,0.0,0.0,0.875,resnext,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1409000.0,7136946.0,495616.0,1000,115.0,timm,0.0,864.0,0.0,9109994,450,tf_efficientnet_b2_ap,0.0,0.0,0.89,efficientnet,69.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Compound Scaling Method,Average,ReLU
ImageNet-1K,0.0,1.0,2049000.0,27118176.0,1048576.0,1000,194.0,timm,0.0,1296.0,0.0,30389784,750,tf_efficientnet_b5,0.0,0.0,0.934,efficientnet,116.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Compound Scaling Method,Average,ReLU
ImageNet-1K,0.0,1.0,2561000.0,61836112.0,1638400.0,1000,273.0,timm,0.0,1728.0,0.0,66347960,1050,tf_efficientnet_b7_ns,0.0,0.0,0.949,efficientnet,163.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Compound Scaling Method,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,3859328.0,245760.0,1000,49.0,timm,0.0,864.0,0.0,5438392,262,tf_efficientnet_es,0.0,0.0,0.875,efficientnet,49.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Compound Scaling Method,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,5551472.0,245760.0,1000,91.0,timm,0.0,864.0,0.0,7139704,374,tf_efficientnetv2_b0,0.0,0.0,0.875,efficientnetv2,59.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,Training-aware Optimizations,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,1281000.0,51910316.0,655360.0,1000,245.0,timm,0.0,648.0,0.0,54139356,985,tf_efficientnetv2_m_in21ft1k,0.0,0.0,1.0,efficientnetv2,157.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0,Supervised,Image Classification,Training-aware Optimizations,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,2049000.0,6076800.0,5280.0,1000,94.0,timm,0.0,928.0,2.0,23834568,300,tf_inception_v3,0.0,0.0,0.875,inception_v3,94.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2015.0,Supervised,Image Classification,"Label Smoothing, Factorized Convolutions","Max, Average",ReLU
ImageNet-1K,0.0,1.0,1537000.0,5331612.0,405504.0,1000,155.0,timm,0.0,864.0,0.0,7329252,471,tf_mixnet_l,0.0,0.0,0.875,mixnet,58.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Mixed Depthwise Convolutional Layers,Average,ReLU
ImageNet-1K,0.0,1.0,1537000.0,3127822.0,307200.0,1000,155.0,timm,0.0,648.0,0.0,5014382,471,tf_mixnet_m,0.0,0.0,0.875,mixnet,58.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Mixed Depthwise Convolutional Layers,Average,ReLU
ImageNet-1K,0.0,1.0,1537000.0,2257782.0,307200.0,1000,123.0,timm,0.0,432.0,0.0,4134606,390,tf_mixnet_s,0.0,0.0,0.875,mixnet,49.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,Supervised,Image Classification,Mixed Depthwise Convolutional Layers,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,4444508.0,409600.0,1000,96.0,timm,0.0,864.0,0.0,6187972,378,tinynet_a,0.0,0.0,0.875,tinynet,58.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",Efficiency and Compactness Modeling Scheme Applied to EfficientNet,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,2108170.0,307200.0,1000,81.0,timm,0.0,864.0,0.0,3730562,321,tinynet_b,0.0,0.0,0.875,tinynet,49.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",Efficiency and Compactness Modeling Scheme Applied to EfficientNet,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,928538.0,225280.0,1000,76.0,timm,0.0,864.0,0.0,2457234,302,tinynet_c,0.0,0.0,0.875,tinynet,46.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",Efficiency and Compactness Modeling Scheme Applied to EfficientNet,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,813494.0,225280.0,1000,56.0,timm,0.0,864.0,0.0,2338446,226,tinynet_d,0.0,0.0,0.875,tinynet,34.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",Efficiency and Compactness Modeling Scheme Applied to EfficientNet,Average,ReLU
ImageNet-1K,0.0,1.0,1281000.0,542068.0,204800.0,1000,51.0,timm,0.0,864.0,0.0,2042972,207,tinynet_e,0.0,0.0,0.875,tinynet,31.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",Efficiency and Compactness Modeling Scheme Applied to EfficientNet,Average,ReLU
ImageNet-1K,0.0,134.0,385000.0,23140224.0,768.0,1000,1.0,timm,0.0,3552.0,0.0,23755336,395,tnt_s_patch16_224,0.0,24.0,0.9,tnt,63.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Patches within Transformer Patches,Average,GeLU
ImageNet-1K,21.0,1.0,2433000.0,,,1000,139.0,timm,30.0,53556256.0,3.0,55989256,502,tresnet_l,0.0,0.0,0.875,tresnet,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average",ReLU
ImageNet-1K,21.0,1.0,2433000.0,,,1000,139.0,timm,30.0,53556256.0,3.0,55989256,502,tresnet_l_448,0.0,0.0,0.875,tresnet,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average",ReLU
ImageNet-1K,14.0,1.0,2049000.0,,,1000,96.0,timm,21.0,29340032.0,3.0,31389032,355,tresnet_m,0.0,0.0,0.875,tresnet,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average",ReLU
ImageNet-1K,14.0,1.0,2049000.0,,,1000,96.0,timm,21.0,29340032.0,3.0,31389032,355,tresnet_m_448,0.0,0.0,0.875,tresnet,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average",ReLU
ImageNet-21K-P,14.0,1.0,22991829.0,,,11221,96.0,timm,21.0,29340032.0,3.0,52331861,355,tresnet_m_miil_in21k,0.0,0.0,0.875,tresnet,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,,,1000,164.0,timm,33.0,44125824.0,3.0,46174824,584,tresnet_v2_l,0.0,0.0,0.875,tresnet,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average",ReLU
ImageNet-1K,27.0,1.0,2657000.0,,,1000,169.0,timm,36.0,75779244.0,3.0,78436244,604,tresnet_xl,0.0,0.0,0.875,tresnet,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average",ReLU
ImageNet-1K,27.0,1.0,2657000.0,,,1000,169.0,timm,36.0,75779244.0,3.0,78436244,604,tresnet_xl_448,0.0,0.0,0.875,tresnet,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average",ReLU
ImageNet-1K,0.0,1.0,513000.0,13114368.0,128.0,1000,36.0,timm,16.0,9408.0,1.0,21797672,166,tv_resnet34,0.0,0.0,0.875,resnet,36.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,14964736.0,128.0,1000,53.0,timm,16.0,9408.0,1.0,25557032,217,tv_resnet50,0.0,0.0,0.875,resnet,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,33.0,1.0,2049000.0,26090496.0,128.0,1000,104.0,timm,33.0,9408.0,1.0,44549160,421,tv_resnet101,0.0,0.0,0.875,resnet,104.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,50.0,1.0,2049000.0,40613888.0,128.0,1000,155.0,timm,50.0,9408.0,1.0,60192808,625,tv_resnet152,0.0,0.0,0.875,resnet,155.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average",ReLU
ImageNet-1K,16.0,1.0,2049000.0,14544896.0,128.0,1000,53.0,timm,16.0,9408.0,1.0,25028904,217,tv_resnext50_32x4d,0.0,0.0,0.875,resnext,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average",ReLU
ImageNet-1K,0.0,141.0,513000.0,42446080.0,1024.0,1000,33.0,timm,0.0,858112.0,0.0,43828456,537,twins_pcpvt_base,0.0,0.0,0.9,twins,86.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,0.0,206.0,513000.0,59607296.0,1024.0,1000,46.0,timm,0.0,858112.0,0.0,60989672,771,twins_pcpvt_large,0.0,0.0,0.9,twins,125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,0.0,81.0,513000.0,22723840.0,1024.0,1000,21.0,timm,0.0,858112.0,0.0,24106216,321,twins_pcpvt_small,0.0,0.0,0.9,twins,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,0.0,109.0,769000.0,53728800.0,1536.0,1000,19.0,timm,0.0,1557216.0,0.0,56070952,433,twins_svt_base,0.0,0.0,0.9,twins,64.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,0.0,109.0,1025000.0,95460736.0,2048.0,1000,19.0,timm,0.0,2764416.0,0.0,99271400,433,twins_svt_large,0.0,0.0,0.9,twins,64.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,0.0,82.0,513000.0,22843072.0,1024.0,1000,15.0,timm,0.0,694080.0,0.0,24060776,332,twins_svt_small,0.0,0.0,0.9,twins,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,NA,NA
ImageNet-1K,0.0,1.0,4097000.0,119545856.0,119545856.0,1000,15.0,timm,0.0,14714688.0,5.0,138357544,45,vgg16,0.0,0.0,0.875,vgg,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max,ReLU
ImageNet-1K,0.0,1.0,4097000.0,119545856.0,119545856.0,1000,18.0,timm,0.0,20024384.0,5.0,143667240,51,vgg19,0.0,0.0,0.875,vgg,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max,ReLU
ImageNet-1K,0.0,1.0,4097000.0,119545856.0,119545856.0,1000,18.0,timm,0.0,20035392.0,5.0,143678248,67,vgg19_bn,0.0,0.0,0.875,vgg,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max,ReLU
ImageNet-1K,0.0,1.0,769000.0,28323840.0,1536.0,1000,57.0,timm,0.0,4768.0,0.0,40219592,220,visformer_small,0.0,8.0,0.9,visformer,28.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection",Convolutional Token Embedding,Average,"ReLU, GeLU"
ImageNet-1K,0.0,49.0,769000.0,85054464.0,1536.0,1000,1.0,timm,0.0,148224.0,0.0,86576872,226,vit_base_patch8_224,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,48.0,0.0,85054464.0,1536.0,768,1.0,timm,0.0,148224.0,0.0,85807872,226,vit_base_patch8_224_dino,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,0.0,49.0,16797267.0,85054464.0,1536.0,21843,1.0,timm,0.0,148224.0,0.0,102605139,226,vit_base_patch8_224_in21k,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,769000.0,85054464.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86567656,226,vit_base_patch16_224,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,48.0,0.0,85054464.0,1536.0,768,1.0,timm,0.0,590592.0,0.0,85798656,226,vit_base_patch16_224_dino,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,0.0,49.0,16797267.0,85054464.0,1536.0,21843,1.0,timm,0.0,590592.0,0.0,102595923,226,vit_base_patch16_224_in21k,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,769000.0,85026816.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86540008,226,vit_base_patch16_224_miil,0.0,13.0,0.875,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K-P,0.0,49.0,8628949.0,85026816.0,1536.0,11221,1.0,timm,0.0,590592.0,0.0,94399957,226,vit_base_patch16_224_miil_in21k,0.0,13.0,0.875,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,769000.0,85054464.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86859496,226,vit_base_patch16_384,0.0,13.0,1.0,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,769000.0,85026816.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86538472,202,vit_base_patch16_rpn_224,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,769000.0,85054464.0,1536.0,1000,1.0,timm,0.0,2360064.0,0.0,88224232,226,vit_base_patch32_224,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
LAION-2B,0.0,49.0,393728.0,85054464.0,1536.0,512,1.0,timm,0.0,2359296.0,0.0,87849728,226,vit_base_patch32_224_clip_laion2b,0.0,13.0,0.9,vit,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,0.0,49.0,16797267.0,85054464.0,1536.0,21843,1.0,timm,0.0,2360064.0,0.0,104252499,226,vit_base_patch32_224_in21k,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,49.0,769000.0,85054464.0,1536.0,1000,1.0,timm,0.0,2360064.0,0.0,88297192,226,vit_base_patch32_384,0.0,13.0,1.0,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,16.0,49.0,16797267.0,85054464.0,1536.0,21843,53.0,timm,16.0,12682048.0,1.0,114687379,501,vit_base_r50_s16_224_in21k,0.0,13.0,0.9,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,16.0,49.0,769000.0,85054464.0,1536.0,1000,53.0,timm,16.0,12682048.0,1.0,98950952,501,vit_base_r50_s16_384,0.0,13.0,1.0,vit,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
LAION-2B,0.0,129.0,1311744.0,629678080.0,2560.0,1024,1.0,timm,0.0,752640.0,0.0,632077824,586,vit_huge_patch14_224_clip_laion2b,0.0,33.0,0.9,vit,66.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,0.0,129.0,27980883.0,629678080.0,2560.0,21843,1.0,timm,0.0,753920.0,0.0,658745683,586,vit_huge_patch14_224_in21k,0.0,33.0,0.9,vit,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,97.0,787200.0,302309376.0,2048.0,768,1.0,timm,0.0,602112.0,0.0,303966976,442,vit_large_patch14_224_clip_laion2b,0.0,25.0,0.9,vit,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,97.0,1025000.0,302309376.0,2048.0,1000,1.0,timm,0.0,787456.0,0.0,304326632,442,vit_large_patch16_224,0.0,25.0,0.9,vit,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,0.0,97.0,22389075.0,302309376.0,2048.0,21843,1.0,timm,0.0,787456.0,0.0,325690707,442,vit_large_patch16_224_in21k,0.0,25.0,0.9,vit,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,97.0,1025000.0,302309376.0,2048.0,1000,1.0,timm,0.0,787456.0,0.0,304715752,442,vit_large_patch16_384,0.0,25.0,1.0,vit,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,0.0,97.0,22389075.0,302309376.0,2048.0,21843,1.0,timm,0.0,3146752.0,0.0,327899475,442,vit_large_patch32_224_in21k,0.0,25.0,0.9,vit,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,97.0,1025000.0,302309376.0,2048.0,1000,1.0,timm,0.0,3146752.0,0.0,306632680,442,vit_large_patch32_384,0.0,25.0,1.0,vit,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,16.0,97.0,1025000.0,302309376.0,2048.0,1000,54.0,timm,16.0,25606208.0,1.0,328994856,724,vit_large_r50_s32_224,0.0,25.0,0.9,vit,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-21K,16.0,97.0,22389075.0,302309376.0,2048.0,21843,54.0,timm,16.0,25606208.0,1.0,350358931,724,vit_large_r50_s32_224_in21k,0.0,25.0,0.9,vit,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,16.0,97.0,1025000.0,302309376.0,2048.0,1000,54.0,timm,16.0,25606208.0,1.0,329092136,724,vit_large_r50_s32_384,0.0,25.0,1.0,vit,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average,GeLU
ImageNet-1K,0.0,73.0,769000.0,85068432.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86429560,320,vit_relpos_base_patch16_224,0.0,13.0,0.9,relpos,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average,ReLU
ImageNet-1K,0.0,73.0,769000.0,85068432.0,1536.0,1000,1.0,timm,0.0,590592.0,0.0,86430328,320,vit_relpos_base_patch16_clsgap_224,0.0,13.0,0.9,relpos,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average,ReLU
ImageNet-1K,0.0,73.0,897000.0,115771560.0,1792.0,1000,1.0,timm,0.0,2753408.0,0.0,119423760,296,vit_relpos_base_patch32_plus_rpn_256,0.0,13.0,0.9,relpos,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average,ReLU
ImageNet-1K,0.0,73.0,513000.0,37839456.0,1024.0,1000,1.0,timm,0.0,393728.0,0.0,38747208,320,vit_relpos_medium_patch16_224,0.0,13.0,0.9,relpos,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average,ReLU
ImageNet-1K,0.0,73.0,513000.0,37856352.0,1024.0,1000,1.0,timm,0.0,393728.0,0.0,38764616,320,vit_relpos_medium_patch16_cls_224,0.0,13.0,0.9,relpos,25.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",ViT architecture with Relative Position Embeddings,Average,ReLU
