Pooling Layers,Max RF,Highest Internal Layer Parameters,Conv Layers,RF25 Layer Name,Family,Origin,Architecture,MAX RF,Attention Layers,Parameters,Recurrent Layers,Model,Layers,Crop Percentage,Dense Layers,Output Features,RF25 Layer Number,Bottlenecks,Last Layer Parameters,First Layer Parameters,Lowest Internal Layer Parameters,Training Dataset,Residual Blocks,Normalization Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Recurrent Layers,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Has ReLU,Has GeLU,Other,Year Made,Learning Type,Primary Application,Key Distinguishing Feature,Pooling Type
7.0,,494848.0,63.0,,dla,timm,dla60x_c,,0.0,1.319832,0.0,dla60x_c,22.0,0.875,0.0,1000,,16.0,0.0,2384.0,2336.0,ImageNet-1K,0.0,62.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Image Segmentation",Deep Layer Aggregation for Improved Representation,"Max, Average, Strided"
9.0,,19899392.0,106.0,,dla,timm,dla102,,0.0,33.268888,0.0,dla102,37.8,0.875,0.0,1000,,28.0,0.0,2384.0,2336.0,ImageNet-1K,0.0,105.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Image Segmentation",Deep Layer Aggregation for Improved Representation,"Max, Average, Strided"
9.0,,15787008.0,106.0,,dla,timm,dla102x,,0.0,26.309272,0.0,dla102x,37.8,0.875,0.0,1000,,28.0,0.0,2384.0,2336.0,ImageNet-1K,0.0,105.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Image Segmentation",Deep Layer Aggregation for Improved Representation,"Max, Average, Strided"
9.0,,25256960.0,106.0,,dla,timm,dla102x2,,0.0,41.2822,0.0,dla102x2,37.8,0.875,0.0,1000,,28.0,0.0,2384.0,2336.0,ImageNet-1K,0.0,105.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Image Segmentation",Deep Layer Aggregation for Improved Representation,"Max, Average, Strided"
11.0,,39863296.0,169.0,,dla,timm,dla169,,0.0,53.38972,0.0,dla169,61.2,0.875,0.0,1000,,46.0,0.0,2384.0,2336.0,ImageNet-1K,0.0,168.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,"Image Classification, Image Segmentation",Deep Layer Aggregation for Improved Representation,"Max, Average, Strided"
3.0,,63593856.0,81.0,,nfnet,timm,dm_nfnet_f0,,0.0,71.489284,0.0,dm_nfnet_f0,22.6,0.9,1.0,1000,,0.0,3073000.0,97680.0,4724736.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
3.0,,124738816.0,153.0,,nfnet,timm,dm_nfnet_f1,,0.0,132.634256,0.0,dm_nfnet_f1,41.8,0.91,1.0,1000,,0.0,3073000.0,97680.0,4724736.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
3.0,,185883776.0,225.0,,nfnet,timm,dm_nfnet_f2,,0.0,193.779228,0.0,dm_nfnet_f2,61.0,0.92,1.0,1000,,0.0,3073000.0,97680.0,4724736.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
3.0,,247028736.0,297.0,,nfnet,timm,dm_nfnet_f3,,0.0,254.9242,0.0,dm_nfnet_f3,80.2,0.94,1.0,1000,,0.0,3073000.0,97680.0,4724736.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
3.0,,308173696.0,369.0,,nfnet,timm,dm_nfnet_f4,,0.0,316.069172,0.0,dm_nfnet_f4,99.4,0.951,1.0,1000,,0.0,3073000.0,97680.0,4724736.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
3.0,,369318656.0,441.0,,nfnet,timm,dm_nfnet_f5,,0.0,377.214144,0.0,dm_nfnet_f5,118.6,0.954,1.0,1000,,0.0,3073000.0,97680.0,4724736.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
3.0,,430463616.0,513.0,,nfnet,timm,dm_nfnet_f6,,0.0,438.359116,0.0,dm_nfnet_f6,137.8,0.956,1.0,1000,,0.0,3073000.0,97680.0,4724736.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
1.0,,833000.0,72.0,,dpn,timm,dpn68,,0.0,12.611602,0.0,dpn68,38.9,0.875,0.0,1000,,0.0,0.0,11778602.0,833000.0,ImageNet-1K,0.0,72.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Combines ResNet and DenseNet paths,"Max, Average, Spatial Pyramid"
1.0,,833000.0,94.0,,dpn,timm,dpn68b,,0.0,12.611602,0.0,dpn68b,41.1,0.875,0.0,1000,,0.0,0.0,11778602.0,833000.0,ImageNet-1K,0.0,72.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Combines ResNet and DenseNet paths,"Max, Average, Spatial Pyramid"
1.0,,2689000.0,96.0,,dpn,timm,dpn92,,0.0,37.668392,0.0,dpn92,51.7,0.875,0.0,1000,,0.0,0.0,34979392.0,2689000.0,ImageNet-1K,0.0,96.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Combines ResNet and DenseNet paths,"Max, Average, Spatial Pyramid"
1.0,,2689000.0,102.0,,dpn,timm,dpn98,,0.0,61.570728,0.0,dpn98,54.9,0.875,0.0,1000,,0.0,0.0,58881728.0,2689000.0,ImageNet-1K,0.0,102.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Combines ResNet and DenseNet paths,"Max, Average, Spatial Pyramid"
1.0,,2689000.0,111.0,,dpn,timm,dpn107,,0.0,86.9178,0.0,dpn107,59.7,0.875,0.0,1000,,0.0,0.0,84228800.0,2689000.0,ImageNet-1K,0.0,111.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Combines ResNet and DenseNet paths,"Max, Average, Spatial Pyramid"
1.0,,2689000.0,135.0,,dpn,timm,dpn131,,0.0,79.254504,0.0,dpn131,72.5,0.875,0.0,1000,,0.0,0.0,76565504.0,2689000.0,ImageNet-1K,0.0,135.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Combines ResNet and DenseNet paths,"Max, Average, Spatial Pyramid"
2.0,,8487349.0,31.0,,botnext,timm,eca_botnext26ts_256,,0.0,10.593301,0.0,eca_botnext26ts_256,23.2,0.95,1.0,1000,,8.0,2049000.0,26232.0,8487349.0,ImageNet-1K,0.0,31.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Blocks in ResNeXt,Average
1.0,,8650933.0,34.0,,halonext,timm,eca_halonext26ts,,0.0,10.756885,0.0,eca_halonext26ts,23.5,0.94,1.0,1000,,5.0,2049000.0,26232.0,8650933.0,ImageNet-1K,0.0,31.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SiLU,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Halo Attention with ResNeXt Backbone,"Max, Average, Strided"
3.0,,18197692.0,57.0,,nfnet,timm,eca_nfnet_l0,,0.0,24.143924,0.0,eca_nfnet_l0,19.0,1.0,1.0,1000,,0.0,2305000.0,97680.0,3543552.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
3.0,,33512312.0,105.0,,nfnet,timm,eca_nfnet_l1,,0.0,41.407728,0.0,eca_nfnet_l1,34.6,1.0,1.0,1000,,0.0,3073000.0,97680.0,4724736.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
3.0,,48826932.0,153.0,,nfnet,timm,eca_nfnet_l2,,0.0,56.722348,0.0,eca_nfnet_l2,50.2,1.0,1.0,1000,,0.0,3073000.0,97680.0,4724736.0,ImageNet-1K,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Normalization-Free ResNet with High Performance,Average
0.0,,16363566.0,38.0,,resnet,timm,eca_resnet33ts,,0.0,19.676302,0.0,eca_resnet33ts,28.9,0.9,1.0,1000,,10.0,1281000.0,26232.0,1966080.0,ImageNet-1K,0.0,38.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
1.0,,8192036.0,31.0,,resnext,timm,eca_resnext26ts,,0.0,10.297988,0.0,eca_resnext26ts,23.8,0.9,1.0,1000,,8.0,2049000.0,26232.0,8192036.0,ImageNet-1K,0.0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
4.0,,10502158.0,31.0,,resnet,timm,ecaresnet26t,,0.0,16.011916,0.0,ecaresnet26t,15.6,0.95,1.0,1000,,8.0,2049000.0,26104.0,128.0,ImageNet-1K,8.0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
4.0,,14964757.0,55.0,,resnet,timm,ecaresnet50d,,0.0,25.57635,0.0,ecaresnet50d,27.6,0.875,1.0,1000,,16.0,2049000.0,28640.0,128.0,ImageNet-1K,16.0,55.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
4.0,,12241013.0,55.0,,resnet,timm,ecaresnet50d_pruned,,0.0,19.939713,0.0,ecaresnet50d_pruned,27.6,0.875,1.0,1000,,16.0,2023000.0,28640.0,128.0,ImageNet-1K,16.0,55.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
4.0,,14964757.0,55.0,,resnet,timm,ecaresnet50t,,0.0,25.573814,0.0,ecaresnet50t,27.6,0.95,1.0,1000,,16.0,2049000.0,26104.0,128.0,ImageNet-1K,16.0,55.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
4.0,,26090611.0,106.0,,resnet,timm,ecaresnet101d,,0.0,44.568563,0.0,ecaresnet101d,53.1,0.875,1.0,1000,,33.0,2049000.0,28640.0,128.0,ImageNet-1K,33.0,106.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
4.0,,11450552.0,106.0,,resnet,timm,ecaresnet101d_pruned,,0.0,24.87604,0.0,ecaresnet101d_pruned,53.1,0.875,1.0,1000,,33.0,2043000.0,28640.0,128.0,ImageNet-1K,33.0,106.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
4.0,,54020336.0,274.0,,resnet,timm,ecaresnet269d,,0.0,102.093077,0.0,ecaresnet269d,137.1,1.0,1.0,1000,,89.0,2049000.0,28640.0,128.0,ImageNet-1K,89.0,274.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
4.0,,14964757.0,53.0,,resnet,timm,ecaresnetlight,,0.0,30.162046,0.0,ecaresnetlight,26.9,0.875,1.0,1000,,16.0,2049000.0,9408.0,128.0,ImageNet-1K,16.0,53.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
0.0,,17914924.0,26.0,,edgenext,timm,edgenext_base,,0.0,18.511292,0.0,edgenext_base,23.8,0.95,43.0,1000,,0.0,586168.0,4080.0,17914924.0,ImageNet-1K,0.0,26.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency on Edge Devices,"Average, Spatial Pyramid"
0.0,,5275408.0,26.0,,edgenext,timm,edgenext_small,,0.0,5.586832,0.0,edgenext_small,23.8,0.95,43.0,1000,,0.0,305608.0,2448.0,5275408.0,ImageNet-1K,0.0,26.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency on Edge Devices,"Average, Spatial Pyramid"
0.0,,7424976.0,23.0,,edgenext,timm,edgenext_small_rw,,0.0,7.826512,0.0,edgenext_small_rw,23.2,0.9,43.0,1000,,0.0,385768.0,11760.0,7424976.0,ImageNet-1K,0.0,23.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency on Edge Devices,"Average, Spatial Pyramid"
0.0,,2139656.0,26.0,,edgenext,timm,edgenext_x_small,,0.0,2.336804,0.0,edgenext_x_small,23.8,0.9,43.0,1000,,0.0,193384.0,1632.0,2139656.0,ImageNet-1K,0.0,26.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency on Edge Devices,"Average, Spatial Pyramid"
0.0,,1155332.0,20.0,,edgenext,timm,edgenext_xx_small,,0.0,1.327216,0.0,edgenext_xx_small,17.8,0.9,31.0,1000,,0.0,169336.0,1224.0,1155332.0,ImageNet-1K,0.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency on Edge Devices,"Average, Spatial Pyramid"
14.0,,11379408.0,33.0,,efficientformer,timm,efficientformer_l1,,1.0,12.289928,0.0,efficientformer_l1,22.8,0.95,6.0,1000,,0.0,449000.0,11232.0,896.0,ImageNet-1K,0.0,36.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency in Image Processing for Transformers,Average
22.0,,30357824.0,49.0,,efficientformer,timm,efficientformer_l3,,4.0,31.406,0.0,efficientformer_l3,37.7,0.95,18.0,1000,,0.0,513000.0,19584.0,1024.0,ImageNet-1K,0.0,58.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency in Image Processing for Transformers,Average
30.0,,80643456.0,65.0,,efficientformer,timm,efficientformer_l7,,8.0,82.229328,0.0,efficientformer_l7,54.1,0.95,34.0,1000,,0.0,769000.0,43200.0,1536.0,ImageNet-1K,0.0,82.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Efficiency in Image Processing for Transformers,Average
0.0,,16619304.0,160.0,,efficientnet,timm,efficientnet_b4,,0.0,19.341616,0.0,efficientnet_b4,62.1,1.0,1.0,1000,,0.0,1793000.0,1296.0,802816.0,ImageNet-1K,0.0,96.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Image Classification,Compound Scaling Method,Average
0.0,,21499376.0,172.0,,efficientnetv2,timm,efficientnetv2_rw_s,,0.0,23.941296,0.0,efficientnetv2_rw_s,70.0,1.0,1.0,1000,,0.0,1793000.0,648.0,487424.0,ImageNet-1K,0.0,112.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2021.0,Supervised,Image Classification,Training-aware Optimizations,"Max, Average"
5.0,,22535680.0,244.0,,inception_resnet,timm,ens_adv_inception_resnet_v2,,0.0,55.843464,0.0,ens_adv_inception_resnet_v2,100.8,0.8975,1.0,1000,,0.0,1537000.0,928.0,5280.0,ImageNet-1K,0.0,204.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2016.0,Supervised,Image Classification,Inception with Residual Connections,Average
3.0,,5495872.0,41.0,,vovnet,timm,ese_vovnet19b_dw,,0.0,6.54308,0.0,ese_vovnet19b_dw,16.9,0.875,1.0,1000,,0.0,1025000.0,11456.0,5495872.0,ImageNet-1K,0.0,23.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Object Detection,One shot aggregation,Max
3.0,,23411200.0,43.0,,vovnet,timm,ese_vovnet39b,,0.0,24.568936,0.0,ese_vovnet39b,23.9,0.875,1.0,1000,,0.0,1025000.0,112832.0,23411200.0,ImageNet-1K,0.0,39.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Object Detection,One shot aggregation,Max
0.0,,2844032.0,65.0,,fbnet,timm,fbnetc_100,,0.0,5.5722,0.0,fbnetc_100,33.6,0.875,1.0,1000,,0.0,1985000.0,432.0,698368.0,ImageNet-1K,0.0,65.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Mobile Optimization,Differentiable Neural Architecture Search,Average
0.0,,3900136.0,124.0,,fbnet,timm,fbnetv3_b,,0.0,8.598464,0.0,fbnetv3_b,52.5,0.95,1.0,1000,,0.0,1985000.0,432.0,2666496.0,ImageNet-1K,0.0,87.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Mobile Optimization,Differentiable Neural Architecture Search,Average
0.0,,5407056.0,135.0,,fbnet,timm,fbnetv3_d,,0.0,10.306272,0.0,fbnetv3_d,57.4,0.95,1.0,1000,,0.0,1985000.0,648.0,2856960.0,ImageNet-1K,0.0,96.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Mobile Optimization,Differentiable Neural Architecture Search,Average
0.0,,11118808.0,154.0,,fbnet,timm,fbnetv3_g,,0.0,16.623888,0.0,fbnetv3_g,64.6,0.95,1.0,1000,,0.0,1985000.0,864.0,3428352.0,ImageNet-1K,0.0,107.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Mobile Optimization,Differentiable Neural Architecture Search,Average
0.0,,12320049.0,194.0,,efficientnetv2,timm,gc_efficientnetv2_rw_t,,0.0,13.677713,0.0,gc_efficientnetv2_rw_t,78.7,1.0,1.0,1000,,0.0,1025000.0,648.0,212992.0,ImageNet-1K,0.0,136.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2021.0,Supervised,Image Classification,Training-aware Optimizations,"Max, Average"
0.0,,16567962.0,68.0,,resnet,timm,gcresnet33ts,,0.0,19.880698,0.0,gcresnet33ts,34.9,0.9,1.0,1000,,10.0,1281000.0,26232.0,1966080.0,ImageNet-1K,0.0,48.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
0.0,,23768856.0,103.0,,resnet,timm,gcresnet50t,,0.0,25.89708,0.0,gcresnet50t,52.5,0.9,1.0,1000,,16.0,2049000.0,26232.0,23768856.0,ImageNet-1K,0.0,71.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
1.0,,8370648.0,55.0,,resnext,timm,gcresnext26ts,,0.0,10.4766,0.0,gcresnext26ts,28.6,0.9,1.0,1000,,8.0,2049000.0,26232.0,8370648.0,ImageNet-1K,0.0,39.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
1.0,,13539096.0,103.0,,resnext,timm,gcresnext50ts,,0.0,15.66732,0.0,gcresnext50ts,52.6,0.9,1.0,1000,,16.0,2049000.0,26232.0,13539096.0,ImageNet-1K,0.0,71.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
5.0,,89118556.0,49.0,,gcvit,timm,gcvit_base,,31.0,90.320836,0.0,gcvit_base,75.5,0.875,125.0,1000,,0.0,1025000.0,177280.0,89118556.0,ImageNet-1K,0.0,71.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,Image Classification,Global Context in Self-Attention,"Average, Class Token"
5.0,,50222469.0,49.0,,gcvit,timm,gcvit_small,,31.0,51.092173,0.0,gcvit_small,75.5,0.875,125.0,1000,,0.0,769000.0,100704.0,50222469.0,ImageNet-1K,0.0,71.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,Image Classification,Global Context in Self-Attention,"Average, Class Token"
5.0,,27663342.0,49.0,,gcvit,timm,gcvit_tiny,,31.0,28.221974,0.0,gcvit_tiny,75.5,0.875,125.0,1000,,0.0,513000.0,45632.0,27663342.0,ImageNet-1K,0.0,71.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,Image Classification,Global Context in Self-Attention,"Average, Class Token"
5.0,,19422662.0,49.0,,gcvit,timm,gcvit_xtiny,,18.0,19.981294,0.0,gcvit_xtiny,50.8,0.875,73.0,1000,,0.0,513000.0,45632.0,19422662.0,ImageNet-1K,0.0,45.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,Image Classification,Global Context in Self-Attention,"Average, Class Token"
5.0,,11436796.0,49.0,,gcvit,timm,gcvit_xxtiny,,12.0,11.995428,0.0,gcvit_xxtiny,39.4,0.875,49.0,1000,,0.0,513000.0,45632.0,11436796.0,ImageNet-1K,0.0,33.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2022.0,Supervised,Image Classification,Global Context in Self-Attention,"Average, Class Token"
0.0,,26775424.0,57.0,,gernet,timm,gernet_l,,0.0,31.07828,0.0,gernet_l,41.7,0.875,1.0,1000,,15.0,2561000.0,928.0,1638400.0,ImageNet-1K,3.0,57.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Efficiency on GPU,Average
0.0,,16875904.0,45.0,,gernet,timm,gernet_m,,0.0,21.14292,0.0,gernet_m,32.9,0.875,1.0,1000,,11.0,2561000.0,928.0,1638400.0,ImageNet-1K,3.0,45.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Efficiency on GPU,Average
0.0,,5726336.0,45.0,,gernet,timm,gernet_s,,0.0,8.173761,0.0,gernet_s,32.7,0.875,1.0,1000,,10.0,1921000.0,377.0,491520.0,ImageNet-1K,4.0,45.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,Image Classification,Efficiency on GPU,Average
0.0,,2669044.0,95.0,,ghostnet,timm,ghostnet_100,,0.0,5.182508,0.0,ghostnet_100,41.1,0.875,1.0,1000,,16.0,1281000.0,432.0,32.0,ImageNet-1K,0.0,80.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Image Classification,Ghost Modules for Efficiency,Average
2.0,,6076800.0,94.0,,inception_v3,timm,gluon_inception_v3,,0.0,23.834568,0.0,gluon_inception_v3,30.0,0.875,1.0,1000,,0.0,2049000.0,928.0,5280.0,ImageNet-1K,0.0,94.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,Image Classification,"Label Smoothing, Factorized Convolutions","Max, Average"
1.0,,8393728.0,20.0,,resnet,timm,gluon_resnet18_v1b,,0.0,11.689512,0.0,gluon_resnet18_v1b,9.4,0.875,1.0,1000,,0.0,513000.0,9408.0,128.0,ImageNet-1K,8.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
1.0,,13114368.0,36.0,,resnet,timm,gluon_resnet34_v1b,,0.0,21.797672,0.0,gluon_resnet34_v1b,16.6,0.875,1.0,1000,,0.0,513000.0,9408.0,128.0,ImageNet-1K,16.0,36.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
