Last Layer Parameters,Layers,Attention Layers,Crop Percentage,Bottlenecks,Residual Blocks,Origin,First Layer Parameters,Family,Training Dataset,Pooling Layers,Normalization Layers,Output Features,Conv Layers,Recurrent Layers,Lowest Internal Layer Parameters,MAX RF,Architecture,Highest Internal Layer Parameters,Max RF,RF25 Layer Number,Model,Parameters,RF25 Layer Name,Dense Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Recurrent Layers,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Has ReLU,Has GeLU,Other,Year Made,Learning Type,Primary Application,Key Distinguishing Feature,Pooling Type
769000.0,85.9,0.0,1.0,0.0,0.0,timm,590592.0,cait,ImageNet-1K,0.0,101.0,1000,1.0,0.0,1536.0,,cait_m48_448,340243968.0,,,cait_m48_448,356.46052,,301.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Class Attention Mechanism,Average
385000.0,45.1,0.0,1.0,0.0,0.0,timm,295296.0,cait,ImageNet-1K,0.0,53.0,1000,1.0,0.0,768.0,,cait_s24_224,42590592.0,,,cait_s24_224,46.9162,,157.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Class Attention Mechanism,Average
385000.0,45.1,0.0,1.0,0.0,0.0,timm,295296.0,cait,ImageNet-1K,0.0,53.0,1000,1.0,0.0,768.0,,cait_s24_384,42590592.0,,,cait_s24_384,47.06212,,157.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Class Attention Mechanism,Average
385000.0,65.5,0.0,1.0,0.0,0.0,timm,295296.0,cait,ImageNet-1K,0.0,77.0,1000,1.0,0.0,768.0,,cait_s36_384,63885888.0,,,cait_s36_384,68.366632,,229.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Class Attention Mechanism,Average
289000.0,45.1,0.0,1.0,0.0,0.0,timm,221472.0,cait,ImageNet-1K,0.0,53.0,1000,1.0,0.0,576.0,,cait_xs24_384,23979744.0,,,cait_xs24_384,26.670088,,157.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Class Attention Mechanism,Average
193000.0,45.1,0.0,1.0,0.0,0.0,timm,147648.0,cait,ImageNet-1K,0.0,53.0,1000,1.0,0.0,384.0,,cait_xxs24_224,10677696.0,,,cait_xxs24_224,11.956264,,157.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Class Attention Mechanism,Average
193000.0,45.1,0.0,1.0,0.0,0.0,timm,147648.0,cait,ImageNet-1K,0.0,53.0,1000,1.0,0.0,384.0,,cait_xxs24_384,10677696.0,,,cait_xxs24_384,12.029224,,157.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Class Attention Mechanism,Average
193000.0,65.5,0.0,1.0,0.0,0.0,timm,147648.0,cait,ImageNet-1K,0.0,77.0,1000,1.0,0.0,384.0,,cait_xxs36_224,16016544.0,,,cait_xxs36_224,17.29972,,229.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Class Attention Mechanism,Average
193000.0,65.5,0.0,1.0,0.0,0.0,timm,147648.0,cait,ImageNet-1K,0.0,77.0,1000,1.0,0.0,384.0,,cait_xxs36_384,16016544.0,,,cait_xxs36_384,17.37268,,229.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Image Segmentation",Class Attention Mechanism,Average
513000.0,16.7,0.0,0.9,0.0,0.0,timm,3264.0,coat,ImageNet-1K,0.0,21.0,1000,20.0,0.0,640.0,,coat_lite_mini,6346752.0,,,coat_lite_mini,11.01156,,33.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Co-Scale and Conv-Attentional Mechanisms,Class Token
513000.0,28.7,0.0,0.9,0.0,0.0,timm,3264.0,coat,ImageNet-1K,0.0,37.0,1000,20.0,0.0,640.0,,coat_lite_small,9520128.0,,,coat_lite_small,19.838504,,65.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Co-Scale and Conv-Attentional Mechanisms,Class Token
321000.0,16.7,0.0,0.9,0.0,0.0,timm,3264.0,coat,ImageNet-1K,0.0,21.0,1000,20.0,0.0,640.0,,coat_lite_tiny,2492160.0,,,coat_lite_tiny,5.72196,,33.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Co-Scale and Conv-Attentional Mechanisms,Class Token
217000.0,34.5,0.0,0.9,0.0,0.0,timm,7752.0,coat,ImageNet-1K,0.0,59.0,1000,20.0,0.0,4.0,,coat_mini,5756832.0,,,coat_mini,10.337004,,81.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Co-Scale and Conv-Attentional Mechanisms,Class Token
153000.0,34.5,0.0,0.9,0.0,0.0,timm,7752.0,coat,ImageNet-1K,0.0,59.0,1000,20.0,0.0,4.0,,coat_tiny,2883744.0,,,coat_tiny,5.49854,,81.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Co-Scale and Conv-Attentional Mechanisms,Class Token
769000.0,33.3,18.0,0.95,0.0,0.0,timm,19360.0,coatnet,ImageNet-1K,8.0,35.0,1000,67.0,0.0,1536.0,,coatnet_0_rw_224,26634146.0,,,coatnet_0_rw_224,27.435562,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average"
769000.0,53.5,32.0,0.95,0.0,0.0,timm,19360.0,coatnet,ImageNet-1K,6.0,58.0,1000,110.0,0.0,1536.0,,coatnet_1_rw_224,40909718.0,,,coatnet_1_rw_224,41.721502,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average"
769000.0,32.9,18.0,0.95,0.0,0.0,timm,19360.0,coatnet,ImageNet-1K,6.0,35.0,1000,67.0,0.0,1536.0,,coatnet_bn_0_rw_224,26634146.0,,,coatnet_bn_0_rw_224,27.435562,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average"
513000.0,37.7,18.0,0.9,0.0,0.0,timm,19360.0,coatnet,ImageNet-1K,8.0,41.0,1000,76.0,0.0,1024.0,,coatnet_nano_rw_224,14596340.0,,,coatnet_nano_rw_224,15.141244,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average"
769000.0,65.1,32.0,0.95,0.0,0.0,timm,19360.0,coatnet,ImageNet-1K,8.0,58.0,1000,110.0,0.0,1536.0,,coatnet_rmlp_1_rw_224,40880198.0,,,coatnet_rmlp_1_rw_224,41.691982,,33.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average"
513000.0,43.6,18.0,0.9,0.0,0.0,timm,19360.0,coatnet,ImageNet-1K,6.0,41.0,1000,76.0,0.0,1024.0,,coatnet_rmlp_nano_rw_224,14600212.0,,,coatnet_rmlp_nano_rw_224,15.145116,,19.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Hybrid Convolution and Transformer Architecture,"Max, Average"
769000.0,20.8,0.0,,0.0,0.0,timm,590592.0,convit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1536.0,,convit_base,85027456.0,,,convit_base,86.54004,,69.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Combines Convolutions and Transformers,Class Token
433000.0,20.8,0.0,,0.0,0.0,timm,332208.0,convit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,864.0,,convit_small,26926056.0,,,convit_small,27.777322,,69.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Combines Convolutions and Transformers,Class Token
193000.0,20.8,0.0,,0.0,0.0,timm,147648.0,convit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,384.0,,convit_tiny,5331616.0,,,convit_tiny,5.710512,,69.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Combines Convolutions and Transformers,Class Token
769000.0,29.8,0.0,0.96,0.0,0.0,timm,115200.0,convmixer,ImageNet-1K,0.0,65.0,1000,65.0,0.0,20226048.0,,convmixer_768_32,20226048.0,,,convmixer_768_32,21.110248,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,Image Classification,Mixes Per-Patch Fully Connected and Depthwise Convolutions,Average
1025000.0,19.0,0.0,0.96,0.0,0.0,timm,605184.0,convmixer,ImageNet-1K,0.0,41.0,1000,41.0,0.0,22753280.0,,convmixer_1024_20_ks9_p14,22753280.0,,,convmixer_1024_20_ks9_p14,24.383464,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,Image Classification,Mixes Per-Patch Fully Connected and Depthwise Convolutions,Average
1537000.0,19.0,0.0,0.96,0.0,0.0,timm,230400.0,convmixer,ImageNet-1K,0.0,41.0,1000,41.0,0.0,49858560.0,,convmixer_1536_20,49858560.0,,,convmixer_1536_20,51.62596,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,Image Classification,Mixes Per-Patch Fully Connected and Depthwise Convolutions,Average
321640.0,15.3,0.0,0.875,0.0,0.0,timm,9432.0,convnext,ImageNet-1K,0.0,17.0,1000,41.0,0.0,3370000.0,,convnext_atto_ols,3370000.0,,,convnext_atto_ols,3.702912,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
1027048.0,39.2,0.0,0.875,0.0,0.0,timm,6528.0,convnext,ImageNet-1K,0.0,41.0,1000,40.0,0.0,87539840.0,,convnext_base,87539840.0,,,convnext_base,88.591464,,73.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
1027048.0,39.2,0.0,1.0,0.0,0.0,timm,6528.0,convnext,ImageNet-1K,0.0,41.0,1000,40.0,0.0,87539840.0,,convnext_base_384_in22ft1k,87539840.0,,,convnext_base_384_in22ft1k,88.591464,,73.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
22389073.0,39.2,0.0,0.875,0.0,0.0,timm,6528.0,convnext,ImageNet-21K,0.0,41.0,21841,40.0,0.0,87539840.0,,convnext_base_in22k,87539840.0,,,convnext_base_in22k,109.953489,,73.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
385768.0,15.3,0.0,0.875,0.0,0.0,timm,11184.0,convnext,ImageNet-1K,0.0,17.0,1000,41.0,0.0,4827360.0,,convnext_femto_ols,4827360.0,,,convnext_femto_ols,5.22652,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
1540072.0,39.2,0.0,0.875,0.0,0.0,timm,9792.0,convnext,ImageNet-1K,0.0,41.0,1000,40.0,0.0,196190400.0,,convnext_large,196190400.0,,,convnext_large,197.767336,,73.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
1540072.0,39.2,0.0,1.0,0.0,0.0,timm,9792.0,convnext,ImageNet-1K,0.0,41.0,1000,40.0,0.0,196190400.0,,convnext_large_384_in22ft1k,196190400.0,,,convnext_large_384_in22ft1k,197.767336,,73.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
33572689.0,39.2,0.0,0.875,0.0,0.0,timm,9792.0,convnext,ImageNet-21K,0.0,41.0,21841,40.0,0.0,196190400.0,,convnext_large_in22k,196190400.0,,,convnext_large_in22k,229.799953,,73.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
642280.0,17.3,0.0,0.95,0.0,0.0,timm,60080.0,convnext,ImageNet-1K,0.0,19.0,1000,47.0,0.0,14942880.0,,convnext_nano_ols,14942880.0,,,convnext_nano_ols,15.64956,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
514024.0,15.3,0.0,0.95,0.0,0.0,timm,19520.0,convnext,ImageNet-1K,0.0,17.0,1000,41.0,0.0,8525440.0,,convnext_pico_ols,8525440.0,,,convnext_pico_ols,9.061928,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
770536.0,39.2,0.0,0.875,0.0,0.0,timm,4896.0,convnext,ImageNet-1K,0.0,41.0,1000,40.0,0.0,49434720.0,,convnext_small,49434720.0,,,convnext_small,50.223688,,73.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
770536.0,39.2,0.0,1.0,0.0,0.0,timm,4896.0,convnext,ImageNet-1K,0.0,41.0,1000,40.0,0.0,49434720.0,,convnext_small_384_in22ft1k,49434720.0,,,convnext_small_384_in22ft1k,50.223688,,73.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
16797265.0,39.2,0.0,0.875,0.0,0.0,timm,4896.0,convnext,ImageNet-21K,0.0,41.0,21841,40.0,0.0,49434720.0,,convnext_small_in22k,49434720.0,,,convnext_small_in22k,66.250417,,73.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
770536.0,21.2,0.0,0.875,0.0,0.0,timm,4896.0,convnext,ImageNet-1K,0.0,23.0,1000,22.0,0.0,27807072.0,,convnext_tiny,27807072.0,,,convnext_tiny,28.589128,,37.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
770536.0,21.2,0.0,1.0,0.0,0.0,timm,4896.0,convnext,ImageNet-1K,0.0,23.0,1000,22.0,0.0,27807072.0,,convnext_tiny_384_in22ft1k,27807072.0,,,convnext_tiny_384_in22ft1k,28.589128,,37.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
770536.0,21.2,0.0,0.875,0.0,0.0,timm,4896.0,convnext,ImageNet-1K,0.0,23.0,1000,22.0,0.0,27807072.0,,convnext_tiny_in22ft1k,27807072.0,,,convnext_tiny_in22ft1k,28.589128,,37.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
2053096.0,39.2,0.0,1.0,0.0,0.0,timm,13056.0,convnext,ImageNet-1K,0.0,41.0,1000,40.0,0.0,348094720.0,,convnext_xlarge_384_in22ft1k,348094720.0,,,convnext_xlarge_384_in22ft1k,350.196968,,73.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2022.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Design Principles in ConvNet,Average
386000.0,35.9,24.0,0.875,0.0,0.0,timm,252288.0,crossvit,ImageNet-1K,0.0,44.0,1000,2.0,0.0,768.0,,crossvit_9_240,7812096.0,,,crossvit_9_240,8.553296,,86.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token
386000.0,36.9,24.0,0.875,0.0,0.0,timm,475584.0,crossvit,ImageNet-1K,0.0,44.0,1000,6.0,0.0,768.0,,crossvit_9_dagger_240,7812096.0,,,crossvit_9_dagger_240,8.776592,,86.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token
578000.0,46.7,30.0,0.875,0.0,0.0,timm,378432.0,crossvit,ImageNet-1K,0.0,56.0,1000,2.0,0.0,1152.0,,crossvit_15_240,26417664.0,,,crossvit_15_240,27.528464,,110.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token
578000.0,47.7,30.0,0.875,0.0,0.0,timm,1058976.0,crossvit,ImageNet-1K,0.0,56.0,1000,6.0,0.0,1152.0,,crossvit_15_dagger_240,26417664.0,,,crossvit_15_dagger_240,28.209008,,110.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token
578000.0,47.7,30.0,1.0,0.0,0.0,timm,1058976.0,crossvit,ImageNet-1K,0.0,56.0,1000,6.0,0.0,1152.0,,crossvit_15_dagger_408,26417664.0,,,crossvit_15_dagger_408,28.50008,,110.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token
674000.0,52.1,33.0,0.875,0.0,0.0,timm,441504.0,crossvit,ImageNet-1K,0.0,62.0,1000,2.0,0.0,1344.0,,crossvit_18_240,41975808.0,,,crossvit_18_240,43.271408,,122.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token
674000.0,53.1,33.0,0.875,0.0,0.0,timm,1437072.0,crossvit,ImageNet-1K,0.0,62.0,1000,6.0,0.0,1344.0,,crossvit_18_dagger_240,41975808.0,,,crossvit_18_dagger_240,44.266976,,122.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token
674000.0,53.1,33.0,1.0,0.0,0.0,timm,1437072.0,crossvit,ImageNet-1K,0.0,62.0,1000,6.0,0.0,1344.0,,crossvit_18_dagger_408,41975808.0,,,crossvit_18_dagger_408,44.60656,,122.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token
1154000.0,41.3,27.0,0.875,0.0,0.0,timm,756864.0,crossvit,ImageNet-1K,0.0,50.0,1000,2.0,0.0,2304.0,,crossvit_base_240,102805632.0,,,crossvit_base_240,105.025232,,98.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token
578000.0,41.3,27.0,0.875,0.0,0.0,timm,378432.0,crossvit,ImageNet-1K,0.0,50.0,1000,2.0,0.0,1152.0,,crossvit_small_240,25745472.0,,,crossvit_small_240,26.856272,,98.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token
290000.0,41.3,27.0,0.875,0.0,0.0,timm,189216.0,crossvit,ImageNet-1K,0.0,50.0,1000,2.0,0.0,576.0,,crossvit_tiny_240,6458400.0,,,crossvit_tiny_240,7.0148,,98.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Dual-branch Transformers for Multi-scale Processing,Class Token
1025000.0,35.9,0.0,0.887,0.0,0.0,timm,7040.0,darknet,ImageNet-1K,0.0,55.0,1000,55.0,0.0,20090880.0,,cs3darknet_focus_l,20090880.0,,,cs3darknet_focus_l,21.15172,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average"
769000.0,26.8,0.0,0.887,0.0,0.0,timm,5280.0,darknet,ImageNet-1K,0.0,41.0,1000,41.0,0.0,8513280.0,,cs3darknet_focus_m,8513280.0,,,cs3darknet_focus_m,9.30436,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average"
1025000.0,36.4,0.0,0.887,0.0,0.0,timm,19488.0,darknet,ImageNet-1K,0.0,56.0,1000,56.0,0.0,20090880.0,,cs3darknet_l,20090880.0,,,cs3darknet_l,21.164168,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average"
769000.0,27.3,0.0,0.887,0.0,0.0,timm,11160.0,darknet,ImageNet-1K,0.0,42.0,1000,42.0,0.0,8513280.0,,cs3darknet_m,8513280.0,,,cs3darknet_m,9.31024,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average"
1281000.0,40.3,0.0,0.95,0.0,0.0,timm,30120.0,darknet,ImageNet-1K,0.0,62.0,1000,62.0,0.0,33696000.0,,cs3darknet_x,33696000.0,,,cs3darknet_x,35.04632,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average"
1281000.0,40.3,0.0,0.887,0.0,0.0,timm,30120.0,edgenet,ImageNet-1K,0.0,62.0,1000,62.0,0.0,46464000.0,,cs3edgenet_x,46464000.0,,,cs3edgenet_x,47.82112,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Object Detection,Specialized in Edge Detection,Max
1281000.0,52.3,0.0,0.95,0.0,0.0,timm,30120.0,edgenet,ImageNet-1K,0.0,62.0,1000,110.0,0.0,49364464.0,,cs3se_edgenet_x,49364464.0,,,cs3se_edgenet_x,50.721584,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Object Detection,Specialized in Edge Detection,Max
1025000.0,46.9,0.0,0.887,0.0,0.0,timm,19488.0,darknet,ImageNet-1K,0.0,56.0,1000,98.0,0.0,20840304.0,,cs3sedarknet_l,20840304.0,,,cs3sedarknet_l,21.913592,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average"
1281000.0,52.3,0.0,0.887,0.0,0.0,timm,30120.0,darknet,ImageNet-1K,0.0,62.0,1000,110.0,0.0,34047584.0,,cs3sedarknet_x,34047584.0,,,cs3sedarknet_x,35.397904,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average"
1025000.0,42.8,0.0,0.887,0.0,0.0,timm,928.0,darknet,ImageNet-1K,0.0,67.0,1000,67.0,0.0,26580992.0,,cspdarknet53,26580992.0,,,cspdarknet53,27.642184,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average"
1025000.0,36.2,0.0,0.887,13.0,0.0,timm,9536.0,resnet,ImageNet-1K,1.0,55.0,1000,55.0,0.0,20541440.0,,cspresnet50,20541440.0,,,cspresnet50,21.616168,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,36.2,0.0,0.887,13.0,0.0,timm,9536.0,resnext,ImageNet-1K,1.0,55.0,1000,55.0,0.0,18454016.0,,cspresnext50,18454016.0,,,cspresnext50,20.569896,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
1025000.0,35.3,0.0,0.887,0.0,0.0,timm,928.0,darknet,ImageNet-1K,0.0,52.0,1000,52.0,0.0,40548352.0,,darknet53,40548352.0,,,darknet53,41.609928,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average"
1025000.0,36.3,0.0,0.887,0.0,0.0,timm,928.0,darknet,ImageNet-1K,5.0,52.0,1000,52.0,0.0,34961408.0,,darknetaa53,34961408.0,,,darknetaa53,36.022984,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2018.0,Supervised,Object Detection,Efficiency and Performance in Object Detection,"Max, Average"
