Last Layer Parameters,Layers,Attention Layers,Crop Percentage,Bottlenecks,Residual Blocks,Origin,First Layer Parameters,Family,Training Dataset,Pooling Layers,Normalization Layers,Output Features,Conv Layers,Recurrent Layers,Lowest Internal Layer Parameters,MAX RF,Architecture,Highest Internal Layer Parameters,Max RF,RF25 Layer Number,Model,Parameters,RF25 Layer Name,Dense Layers,Has Convolutional Layers,Has Residual Blocks,Has Dense Layers,Has Bottlenecks,Has Recurrent Layers,Has Skip Connections,Has Attention Layers,Tokenized,Transformer,Has ReLU,Has GeLU,Other,Year Made,Learning Type,Primary Application,Key Distinguishing Feature,Pooling Type
33569617.0,53.0,49.0,0.9,0.0,0.0,timm,9792.0,swin,ImageNet-21K,0.0,53.0,21841,1.0,0.0,3072.0,,swinv2_large_window12_192_22k,195153408.0,,,swinv2_large_window12_192_22k,228.772549,,148.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average
1537000.0,53.0,49.0,0.9,0.0,0.0,timm,9792.0,swin,ImageNet-1K,0.0,53.0,1000,1.0,0.0,3072.0,,swinv2_large_window12to16_192to256_22kft1k,195153408.0,,,swinv2_large_window12to16_192to256_22kft1k,196.739932,,148.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average
1537000.0,53.0,49.0,1.0,0.0,0.0,timm,9792.0,swin,ImageNet-1K,0.0,53.0,1000,1.0,0.0,3072.0,,swinv2_large_window12to24_192to384_22kft1k,195153408.0,,,swinv2_large_window12to24_192to384_22kft1k,196.739932,,148.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average
769000.0,53.0,49.0,0.9,0.0,0.0,timm,4896.0,swin,ImageNet-1K,0.0,53.0,1000,1.0,0.0,1536.0,,swinv2_small_window8_256,48934656.0,,,swinv2_small_window8_256,49.728418,,148.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average
769000.0,53.0,49.0,0.9,0.0,0.0,timm,4896.0,swin,ImageNet-1K,0.0,53.0,1000,1.0,0.0,1536.0,,swinv2_small_window16_256,48934656.0,,,swinv2_small_window16_256,49.728418,,148.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average
769000.0,27.8,25.0,0.9,0.0,0.0,timm,4896.0,swin,ImageNet-1K,0.0,29.0,1000,1.0,0.0,1536.0,,swinv2_tiny_window8_256,27562752.0,,,swinv2_tiny_window8_256,28.347154,,76.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average
769000.0,27.8,25.0,0.9,0.0,0.0,timm,4896.0,swin,ImageNet-1K,0.0,29.0,1000,1.0,0.0,1536.0,,swinv2_tiny_window16_256,27562752.0,,,swinv2_tiny_window16_256,28.347154,,76.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Shifted Windows for Hierarchical Vision Transformer,Average
513000.0,9.4,0.0,0.875,0.0,8.0,timm,9408.0,resnet,ImageNet-1K,1.0,20.0,1000,20.0,0.0,128.0,,swsl_resnet18,8393728.0,,,swsl_resnet18,11.689512,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,21.7,0.0,0.875,16.0,16.0,timm,9408.0,resnet,ImageNet-1K,1.0,53.0,1000,53.0,0.0,128.0,,swsl_resnet50,14964736.0,,,swsl_resnet50,25.557032,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,21.7,0.0,0.875,16.0,16.0,timm,9408.0,resnext,ImageNet-1K,1.0,53.0,1000,53.0,0.0,128.0,,swsl_resnext50_32x4d,14544896.0,,,swsl_resnext50_32x4d,25.028904,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,swsl_resnext101_32x4d,26171392.0,,,swsl_resnext101_32x4d,44.177704,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,swsl_resnext101_32x8d,55160832.0,,,swsl_resnext101_32x8d,88.791336,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnext,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,swsl_resnext101_32x16d,123314176.0,,,swsl_resnext101_32x16d,194.026792,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
1409000.0,45.0,0.0,0.89,0.0,0.0,timm,864.0,efficientnet,ImageNet-1K,0.0,69.0,1000,115.0,0.0,495616.0,,tf_efficientnet_b2_ap,7136946.0,,,tf_efficientnet_b2_ap,9.109994,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Image Classification,Compound Scaling Method,Average
2049000.0,75.0,0.0,0.934,0.0,0.0,timm,1296.0,efficientnet,ImageNet-1K,0.0,116.0,1000,194.0,0.0,1048576.0,,tf_efficientnet_b5,27118176.0,,,tf_efficientnet_b5,30.389784,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Image Classification,Compound Scaling Method,Average
2561000.0,105.0,0.0,0.949,0.0,0.0,timm,1728.0,efficientnet,ImageNet-1K,0.0,163.0,1000,273.0,0.0,1638400.0,,tf_efficientnet_b7_ns,61836112.0,,,tf_efficientnet_b7_ns,66.34796,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Image Classification,Compound Scaling Method,Average
1281000.0,26.2,0.0,0.875,0.0,0.0,timm,864.0,efficientnet,ImageNet-1K,0.0,49.0,1000,49.0,0.0,245760.0,,tf_efficientnet_es,3859328.0,,,tf_efficientnet_es,5.438392,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Image Classification,Compound Scaling Method,Average
1281000.0,37.4,0.0,0.875,0.0,0.0,timm,864.0,efficientnetv2,ImageNet-1K,0.0,59.0,1000,91.0,0.0,245760.0,,tf_efficientnetv2_b0,5551472.0,,,tf_efficientnetv2_b0,7.139704,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2021.0,Supervised,Image Classification,Training-aware Optimizations,"Max, Average"
1281000.0,98.5,0.0,1.0,0.0,0.0,timm,648.0,efficientnetv2,ImageNet-1K,0.0,157.0,1000,245.0,0.0,655360.0,,tf_efficientnetv2_m_in21ft1k,51910316.0,,,tf_efficientnetv2_m_in21ft1k,54.139356,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2021.0,Supervised,Image Classification,Training-aware Optimizations,"Max, Average"
2049000.0,30.0,0.0,0.875,0.0,0.0,timm,928.0,inception_v3,ImageNet-1K,2.0,94.0,1000,94.0,0.0,5280.0,,tf_inception_v3,6076800.0,,,tf_inception_v3,23.834568,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,Image Classification,"Label Smoothing, Factorized Convolutions","Max, Average"
1537000.0,47.1,0.0,0.875,0.0,0.0,timm,864.0,mixnet,ImageNet-1K,0.0,58.0,1000,155.0,0.0,405504.0,,tf_mixnet_l,5331612.0,,,tf_mixnet_l,7.329252,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Image Classification,Mixed Depthwise Convolutional Layers,Average
1537000.0,47.1,0.0,0.875,0.0,0.0,timm,648.0,mixnet,ImageNet-1K,0.0,58.0,1000,155.0,0.0,307200.0,,tf_mixnet_m,3127822.0,,,tf_mixnet_m,5.014382,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Image Classification,Mixed Depthwise Convolutional Layers,Average
1537000.0,39.0,0.0,0.875,0.0,0.0,timm,432.0,mixnet,ImageNet-1K,0.0,49.0,1000,123.0,0.0,307200.0,,tf_mixnet_s,2257782.0,,,tf_mixnet_s,4.134606,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2019.0,Supervised,Image Classification,Mixed Depthwise Convolutional Layers,Average
1281000.0,37.8,0.0,0.875,0.0,0.0,timm,864.0,tinynet,ImageNet-1K,0.0,58.0,1000,96.0,0.0,409600.0,,tinynet_a,4444508.0,,,tinynet_a,6.187972,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",Efficiency and Compactness Modeling Scheme Applied to EfficientNet,Average
1281000.0,32.1,0.0,0.875,0.0,0.0,timm,864.0,tinynet,ImageNet-1K,0.0,49.0,1000,81.0,0.0,307200.0,,tinynet_b,2108170.0,,,tinynet_b,3.730562,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",Efficiency and Compactness Modeling Scheme Applied to EfficientNet,Average
1281000.0,30.2,0.0,0.875,0.0,0.0,timm,864.0,tinynet,ImageNet-1K,0.0,46.0,1000,76.0,0.0,225280.0,,tinynet_c,928538.0,,,tinynet_c,2.457234,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",Efficiency and Compactness Modeling Scheme Applied to EfficientNet,Average
1281000.0,22.6,0.0,0.875,0.0,0.0,timm,864.0,tinynet,ImageNet-1K,0.0,34.0,1000,56.0,0.0,225280.0,,tinynet_d,813494.0,,,tinynet_d,2.338446,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",Efficiency and Compactness Modeling Scheme Applied to EfficientNet,Average
1281000.0,20.7,0.0,0.875,0.0,0.0,timm,864.0,tinynet,ImageNet-1K,0.0,31.0,1000,51.0,0.0,204800.0,,tinynet_e,542068.0,,,tinynet_e,2.042972,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",Efficiency and Compactness Modeling Scheme Applied to EfficientNet,Average
385000.0,39.5,24.0,0.9,0.0,0.0,timm,3552.0,tnt,ImageNet-1K,0.0,63.0,1000,1.0,0.0,768.0,,tnt_s_patch16_224,23140224.0,,,tnt_s_patch16_224,23.755336,,134.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Transformer Patches within Transformer Patches,Average
2433000.0,50.2,0.0,0.875,21.0,30.0,timm,53556256.0,tresnet,ImageNet-1K,3.0,0.0,1000,139.0,0.0,,,tresnet_l,,,,tresnet_l,55.989256,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average"
2433000.0,50.2,0.0,0.875,21.0,30.0,timm,53556256.0,tresnet,ImageNet-1K,3.0,0.0,1000,139.0,0.0,,,tresnet_l_448,,,,tresnet_l_448,55.989256,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average"
2049000.0,35.5,0.0,0.875,14.0,21.0,timm,29340032.0,tresnet,ImageNet-1K,3.0,0.0,1000,96.0,0.0,,,tresnet_m,,,,tresnet_m,31.389032,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average"
2049000.0,35.5,0.0,0.875,14.0,21.0,timm,29340032.0,tresnet,ImageNet-1K,3.0,0.0,1000,96.0,0.0,,,tresnet_m_448,,,,tresnet_m_448,31.389032,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average"
22991829.0,35.5,0.0,0.875,14.0,21.0,timm,29340032.0,tresnet,ImageNet-21K-P,3.0,0.0,11221,96.0,0.0,,,tresnet_m_miil_in21k,,,,tresnet_m_miil_in21k,52.331861,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average"
2049000.0,58.4,0.0,0.875,33.0,33.0,timm,44125824.0,tresnet,ImageNet-1K,3.0,0.0,1000,164.0,0.0,,,tresnet_v2_l,,,,tresnet_v2_l,46.174824,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average"
2657000.0,60.4,0.0,0.875,27.0,36.0,timm,75779244.0,tresnet,ImageNet-1K,3.0,0.0,1000,169.0,0.0,,,tresnet_xl,,,,tresnet_xl,78.436244,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average"
2657000.0,60.4,0.0,0.875,27.0,36.0,timm,75779244.0,tresnet,ImageNet-1K,3.0,0.0,1000,169.0,0.0,,,tresnet_xl_448,,,,tresnet_xl_448,78.436244,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2020.0,Supervised,"Image Classification, Object Detection",ResNet optimized for GPU Architecture,"Max, Average"
513000.0,16.6,0.0,0.875,0.0,16.0,timm,9408.0,resnet,ImageNet-1K,1.0,36.0,1000,36.0,0.0,128.0,,tv_resnet34,13114368.0,,,tv_resnet34,21.797672,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,21.7,0.0,0.875,16.0,16.0,timm,9408.0,resnet,ImageNet-1K,1.0,53.0,1000,53.0,0.0,128.0,,tv_resnet50,14964736.0,,,tv_resnet50,25.557032,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,42.1,0.0,0.875,33.0,33.0,timm,9408.0,resnet,ImageNet-1K,1.0,104.0,1000,104.0,0.0,128.0,,tv_resnet101,26090496.0,,,tv_resnet101,44.54916,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,62.5,0.0,0.875,50.0,50.0,timm,9408.0,resnet,ImageNet-1K,1.0,155.0,1000,155.0,0.0,128.0,,tv_resnet152,40613888.0,,,tv_resnet152,60.192808,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2015.0,Supervised,"Image Classification, Object Detection, Image Segmentation",Deep Residual Learning for Image Recognition,"Max, Average"
2049000.0,21.7,0.0,0.875,16.0,16.0,timm,9408.0,resnext,ImageNet-1K,1.0,53.0,1000,53.0,0.0,128.0,,tv_resnext50_32x4d,14544896.0,,,tv_resnext50_32x4d,25.028904,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2017.0,Supervised,Image Classification,Grouped Convolutions,"Max, Average"
513000.0,53.7,0.0,0.9,0.0,0.0,timm,858112.0,twins,ImageNet-1K,0.0,86.0,1000,33.0,0.0,1024.0,,twins_pcpvt_base,42446080.0,,,twins_pcpvt_base,43.828456,,141.0,,,,,,,,,,,,,,,,,
513000.0,77.1,0.0,0.9,0.0,0.0,timm,858112.0,twins,ImageNet-1K,0.0,125.0,1000,46.0,0.0,1024.0,,twins_pcpvt_large,59607296.0,,,twins_pcpvt_large,60.989672,,206.0,,,,,,,,,,,,,,,,,
513000.0,32.1,0.0,0.9,0.0,0.0,timm,858112.0,twins,ImageNet-1K,0.0,50.0,1000,21.0,0.0,1024.0,,twins_pcpvt_small,22723840.0,,,twins_pcpvt_small,24.106216,,81.0,,,,,,,,,,,,,,,,,
769000.0,43.3,0.0,0.9,0.0,0.0,timm,1557216.0,twins,ImageNet-1K,0.0,64.0,1000,19.0,0.0,1536.0,,twins_svt_base,53728800.0,,,twins_svt_base,56.070952,,109.0,,,,,,,,,,,,,,,,,
1025000.0,43.3,0.0,0.9,0.0,0.0,timm,2764416.0,twins,ImageNet-1K,0.0,64.0,1000,19.0,0.0,2048.0,,twins_svt_large,95460736.0,,,twins_svt_large,99.2714,,109.0,,,,,,,,,,,,,,,,,
513000.0,33.2,0.0,0.9,0.0,0.0,timm,694080.0,twins,ImageNet-1K,0.0,48.0,1000,15.0,0.0,1024.0,,twins_svt_small,22843072.0,,,twins_svt_small,24.060776,,82.0,,,,,,,,,,,,,,,,,
4097000.0,4.5,0.0,0.875,0.0,0.0,timm,14714688.0,vgg,ImageNet-1K,5.0,0.0,1000,15.0,0.0,119545856.0,,vgg16,119545856.0,,,vgg16,138.357544,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
4097000.0,5.1,0.0,0.875,0.0,0.0,timm,20024384.0,vgg,ImageNet-1K,5.0,0.0,1000,18.0,0.0,119545856.0,,vgg19,119545856.0,,,vgg19,143.66724,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
4097000.0,6.7,0.0,0.875,0.0,0.0,timm,20035392.0,vgg,ImageNet-1K,5.0,16.0,1000,18.0,0.0,119545856.0,,vgg19_bn,119545856.0,,,vgg19_bn,143.678248,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2014.0,Supervised,Image Classification,Deep Architecture with 11 Layers,Max
769000.0,22.0,8.0,0.9,0.0,0.0,timm,4768.0,visformer,ImageNet-1K,0.0,28.0,1000,57.0,0.0,1536.0,,visformer_small,28323840.0,,,visformer_small,40.219592,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2021.0,Supervised,"Image Classification, Object Detection",Convolutional Token Embedding,Average
769000.0,22.6,13.0,0.9,0.0,0.0,timm,148224.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1536.0,,vit_base_patch8_224,85054464.0,,,vit_base_patch8_224,86.576872,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
0.0,22.6,13.0,0.9,0.0,0.0,timm,148224.0,vit,ImageNet-1K,0.0,25.0,768,1.0,0.0,1536.0,,vit_base_patch8_224_dino,85054464.0,,,vit_base_patch8_224_dino,85.807872,,48.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
16797267.0,22.6,13.0,0.9,0.0,0.0,timm,148224.0,vit,ImageNet-21K,0.0,25.0,21843,1.0,0.0,1536.0,,vit_base_patch8_224_in21k,85054464.0,,,vit_base_patch8_224_in21k,102.605139,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
769000.0,22.6,13.0,0.9,0.0,0.0,timm,590592.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1536.0,,vit_base_patch16_224,85054464.0,,,vit_base_patch16_224,86.567656,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
0.0,22.6,13.0,0.9,0.0,0.0,timm,590592.0,vit,ImageNet-1K,0.0,25.0,768,1.0,0.0,1536.0,,vit_base_patch16_224_dino,85054464.0,,,vit_base_patch16_224_dino,85.798656,,48.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
16797267.0,22.6,13.0,0.9,0.0,0.0,timm,590592.0,vit,ImageNet-21K,0.0,25.0,21843,1.0,0.0,1536.0,,vit_base_patch16_224_in21k,85054464.0,,,vit_base_patch16_224_in21k,102.595923,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
769000.0,22.6,13.0,0.875,0.0,0.0,timm,590592.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1536.0,,vit_base_patch16_224_miil,85026816.0,,,vit_base_patch16_224_miil,86.540008,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
8628949.0,22.6,13.0,0.875,0.0,0.0,timm,590592.0,vit,ImageNet-21K-P,0.0,25.0,11221,1.0,0.0,1536.0,,vit_base_patch16_224_miil_in21k,85026816.0,,,vit_base_patch16_224_miil_in21k,94.399957,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
769000.0,22.6,13.0,1.0,0.0,0.0,timm,590592.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1536.0,,vit_base_patch16_384,85054464.0,,,vit_base_patch16_384,86.859496,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
769000.0,20.2,13.0,0.9,0.0,0.0,timm,590592.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1536.0,,vit_base_patch16_rpn_224,85026816.0,,,vit_base_patch16_rpn_224,86.538472,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
769000.0,22.6,13.0,0.9,0.0,0.0,timm,2360064.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1536.0,,vit_base_patch32_224,85054464.0,,,vit_base_patch32_224,88.224232,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
393728.0,22.6,13.0,0.9,0.0,0.0,timm,2359296.0,vit,LAION-2B,0.0,26.0,512,1.0,0.0,1536.0,,vit_base_patch32_224_clip_laion2b,85054464.0,,,vit_base_patch32_224_clip_laion2b,87.849728,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
16797267.0,22.6,13.0,0.9,0.0,0.0,timm,2360064.0,vit,ImageNet-21K,0.0,25.0,21843,1.0,0.0,1536.0,,vit_base_patch32_224_in21k,85054464.0,,,vit_base_patch32_224_in21k,104.252499,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
769000.0,22.6,13.0,1.0,0.0,0.0,timm,2360064.0,vit,ImageNet-1K,0.0,25.0,1000,1.0,0.0,1536.0,,vit_base_patch32_384,85054464.0,,,vit_base_patch32_384,88.297192,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
16797267.0,50.1,13.0,0.9,16.0,16.0,timm,12682048.0,vit,ImageNet-21K,1.0,25.0,21843,53.0,0.0,1536.0,,vit_base_r50_s16_224_in21k,85054464.0,,,vit_base_r50_s16_224_in21k,114.687379,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
769000.0,50.1,13.0,1.0,16.0,16.0,timm,12682048.0,vit,ImageNet-1K,1.0,25.0,1000,53.0,0.0,1536.0,,vit_base_r50_s16_384,85054464.0,,,vit_base_r50_s16_384,98.950952,,49.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
1311744.0,58.6,33.0,0.9,0.0,0.0,timm,752640.0,vit,LAION-2B,0.0,66.0,1024,1.0,0.0,2560.0,,vit_huge_patch14_224_clip_laion2b,629678080.0,,,vit_huge_patch14_224_clip_laion2b,632.077824,,129.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
27980883.0,58.6,33.0,0.9,0.0,0.0,timm,753920.0,vit,ImageNet-21K,0.0,65.0,21843,1.0,0.0,2560.0,,vit_huge_patch14_224_in21k,629678080.0,,,vit_huge_patch14_224_in21k,658.745683,,129.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2021.0,Supervised,Image Classification,Transformer Architecture Applied to Image Patches,Average
